MegaWin ASCII file

[DEFINITIONS]
Version=1
ChannelCount=16
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.000000
PhaseName=Raw Free 22/07/2013 17:56:19


[COMMENT]
10_C_(Alter_d_i)


[SOURCE NAMES]
RA
OE
OI
ES
RF
BF
TA
GL
RA
OE
OI
ES
RF
BF
TA
GL


[SIDE INFO]
R
R
R
R
R
R
R
R
L
L
L
L
L
L
L
L


[UNITS]
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV




[DATA]
26,00	-1,00	-5,00	-164,00	0,00	8,00	-9,00	-36,00	-1,00	-11,00	0,00	-6,00	18,00	-7365,00	30,00	33,00
26,00	49,00	-5,00	-263,00	3,00	8,00	5,00	-42,00	-9,00	-18,00	16,00	-10,00	27,00	-7374,00	12,00	7,00
20,00	89,00	8,00	-289,00	-3,00	6,00	38,00	-46,00	-20,00	-20,00	14,00	36,00	33,00	-7388,00	-31,00	-35,00
17,00	93,00	0,00	-240,00	0,00	0,00	-28,00	-49,00	-38,00	-10,00	2,00	112,00	45,00	-7395,00	-52,00	-18,00
13,00	84,00	-2,00	-162,00	4,00	-4,00	-59,00	-49,00	-42,00	-21,00	-22,00	130,00	14,00	-7405,00	-43,00	9,00
5,00	64,00	-8,00	-147,00	0,00	-7,00	-37,00	-52,00	-33,00	-23,00	-29,00	81,00	2,00	-7413,00	-29,00	3,00
-11,00	53,00	-19,00	-67,00	4,00	-8,00	0,00	-50,00	-26,00	-23,00	-8,00	75,00	6,00	-7424,00	-17,00	-3,00
-13,00	28,00	-44,00	209,00	0,00	-11,00	4,00	-50,00	-9,00	-17,00	22,00	32,00	-9,00	-7434,00	-10,00	28,00
-3,00	33,00	-62,00	280,00	3,00	-3,00	7,00	-49,00	18,00	0,00	30,00	0,00	-29,00	-7441,00	-8,00	26,00
2,00	60,00	-52,00	178,00	4,00	2,00	-8,00	-50,00	26,00	1,00	16,00	-20,00	-21,00	-7453,00	-8,00	20,00
8,00	51,00	-20,00	121,00	2,00	14,00	-28,00	-43,00	16,00	-6,00	6,00	-55,00	-7,00	-7462,00	-9,00	14,00
4,00	40,00	12,00	-47,00	0,00	17,00	-30,00	-44,00	0,00	-14,00	18,00	-42,00	12,00	-7472,00	-8,00	14,00
10,00	9,00	38,00	-331,00	2,00	22,00	-24,00	-34,00	-12,00	-13,00	11,00	-13,00	20,00	-7481,00	-8,00	12,00
10,00	-38,00	62,00	-338,00	0,00	24,00	0,00	-20,00	-10,00	-2,00	-2,00	8,00	22,00	-7489,00	-4,00	13,00
17,00	-69,00	71,00	-229,00	2,00	25,00	20,00	-15,00	-4,00	0,00	-9,00	20,00	14,00	-7502,00	-6,00	7,00
16,00	-81,00	59,00	-163,00	1,00	23,00	32,00	-6,00	23,00	-14,00	-6,00	-16,00	24,00	-7510,00	-3,00	6,00
9,00	-77,00	45,00	-93,00	3,00	21,00	22,00	-2,00	26,00	-16,00	2,00	-45,00	45,00	-7516,00	0,00	4,00
0,00	-65,00	31,00	-52,00	0,00	20,00	3,00	-6,00	26,00	-34,00	0,00	-110,00	27,00	-7529,00	6,00	0,00
7,00	-29,00	16,00	-10,00	2,00	16,00	-12,00	-10,00	26,00	-27,00	-7,00	-161,00	-6,00	-7538,00	0,00	0,00
11,00	15,00	5,00	66,00	2,00	11,00	-15,00	-11,00	10,00	-21,00	-8,00	-93,00	-14,00	-7548,00	-1,00	-4,00
16,00	29,00	-2,00	161,00	4,00	10,00	-18,00	-16,00	-9,00	-18,00	-15,00	-70,00	-17,00	-7558,00	10,00	-2,00
36,00	26,00	-10,00	114,00	4,00	4,00	-22,00	-24,00	-9,00	-10,00	-12,00	-31,00	-29,00	-7564,00	14,00	-2,00
36,00	32,00	-24,00	142,00	3,00	2,00	-21,00	-28,00	-1,00	-8,00	-1,00	86,00	-9,00	-7573,00	14,00	-6,00
33,00	24,00	-46,00	206,00	2,00	2,00	-19,00	-26,00	11,00	-1,00	-4,00	33,00	14,00	-7580,00	12,00	10,00
38,00	18,00	-43,00	181,00	0,00	6,00	-23,00	-29,00	13,00	4,00	3,00	-8,00	33,00	-7592,00	17,00	15,00
20,00	0,00	-38,00	155,00	3,00	9,00	-22,00	-29,00	8,00	-1,00	6,00	-24,00	44,00	-7601,00	-1,00	-5,00
11,00	-2,00	-39,00	158,00	-1,00	7,00	-20,00	-21,00	11,00	-9,00	9,00	-30,00	53,00	-7609,00	-49,00	-47,00
13,00	-10,00	-61,00	75,00	3,00	7,00	-22,00	-14,00	-1,00	-10,00	14,00	-77,00	45,00	-7617,00	-64,00	-75,00
25,00	-16,00	-86,00	1,00	3,00	10,00	-14,00	-14,00	0,00	-15,00	3,00	-62,00	35,00	-7624,00	-59,00	-71,00
19,00	10,00	-79,00	-65,00	0,00	7,00	-14,00	-8,00	5,00	-15,00	9,00	-14,00	27,00	-7636,00	-17,00	-25,00
18,00	29,00	-71,00	-29,00	4,00	2,00	-16,00	-13,00	9,00	-10,00	9,00	7,00	19,00	-7642,00	39,00	17,00
21,00	37,00	-55,00	17,00	0,00	4,00	-17,00	-14,00	10,00	-13,00	1,00	83,00	13,00	-7653,00	29,00	23,00
1,00	51,00	-41,00	2,00	2,00	4,00	-21,00	-17,00	7,00	-16,00	8,00	70,00	-1,00	-7658,00	-43,00	12,00
-5,00	48,00	-22,00	-18,00	4,00	2,00	-21,00	-22,00	11,00	-16,00	19,00	43,00	-4,00	-7667,00	-115,00	19,00
-4,00	36,00	-6,00	-55,00	4,00	6,00	-18,00	-19,00	0,00	-10,00	21,00	29,00	3,00	-7677,00	-41,00	67,00
-6,00	4,00	20,00	-46,00	0,00	5,00	-3,00	-18,00	-13,00	-2,00	21,00	31,00	29,00	-7684,00	65,00	129,00
4,00	-83,00	32,00	45,00	2,00	7,00	-14,00	-19,00	-32,00	-2,00	16,00	34,00	30,00	-7692,00	44,00	131,00
24,00	-166,00	44,00	19,00	1,00	8,00	-16,00	-25,00	-29,00	-2,00	22,00	-10,00	36,00	-7700,00	-34,00	41,00
30,00	-207,00	39,00	60,00	1,00	3,00	-5,00	-20,00	-8,00	-11,00	13,00	-35,00	49,00	-7708,00	10,00	33,00
34,00	-220,00	32,00	138,00	0,00	8,00	0,00	-16,00	12,00	-10,00	13,00	-79,00	44,00	-7717,00	20,00	54,00
16,00	-209,00	16,00	107,00	0,00	7,00	0,00	-12,00	20,00	-14,00	17,00	-30,00	38,00	-7724,00	2,00	52,00
20,00	-159,00	-19,00	21,00	0,00	6,00	-1,00	-10,00	-4,00	-11,00	22,00	25,00	38,00	-7732,00	-17,00	15,00
16,00	-77,00	-41,00	-26,00	-1,00	5,00	-7,00	-8,00	-10,00	2,00	30,00	17,00	18,00	-7741,00	-37,00	-2,00
22,00	4,00	-42,00	2,00	0,00	3,00	-4,00	-3,00	5,00	-1,00	43,00	12,00	-34,00	-7749,00	-47,00	-40,00
5,00	64,00	-14,00	61,00	0,00	6,00	-7,00	0,00	4,00	-7,00	35,00	4,00	-49,00	-7757,00	-36,00	-78,00
10,00	139,00	0,00	-55,00	2,00	5,00	-4,00	-2,00	2,00	-2,00	26,00	-14,00	-42,00	-7761,00	-31,00	-77,00
25,00	193,00	-15,00	-151,00	0,00	2,00	-8,00	-8,00	-4,00	-4,00	10,00	2,00	-20,00	-7769,00	-34,00	-61,00
23,00	206,00	-13,00	-235,00	4,00	2,00	-10,00	-6,00	-10,00	-2,00	0,00	-8,00	-2,00	-7776,00	-54,00	-44,00
24,00	185,00	-2,00	-304,00	0,00	3,00	-9,00	-7,00	-28,00	-2,00	-6,00	-50,00	30,00	-7784,00	-34,00	-76,00
14,00	129,00	6,00	-204,00	3,00	6,00	0,00	0,00	-35,00	1,00	-14,00	-72,00	49,00	-7793,00	23,00	-74,00
3,00	38,00	13,00	-135,00	2,00	5,00	6,00	5,00	-8,00	0,00	-22,00	-79,00	30,00	-7801,00	34,00	-66,00
-9,00	-34,00	18,00	-137,00	1,00	5,00	-3,00	0,00	-2,00	4,00	-14,00	-41,00	2,00	-7809,00	28,00	66,00
-19,00	-134,00	28,00	-107,00	0,00	10,00	-1,00	4,00	-11,00	-1,00	-22,00	-16,00	-2,00	-7811,00	46,00	129,00
-21,00	-200,00	52,00	-3,00	0,00	11,00	2,00	4,00	-26,00	2,00	-25,00	-57,00	-4,00	-7820,00	0,00	47,00
-22,00	-211,00	58,00	135,00	-1,00	13,00	6,00	3,00	-17,00	-2,00	-27,00	-73,00	6,00	-7828,00	-18,00	33,00
-13,00	-169,00	55,00	251,00	2,00	14,00	13,00	0,00	-6,00	4,00	-17,00	-75,00	10,00	-7833,00	39,00	19,00
-21,00	-114,00	40,00	293,00	5,00	18,00	14,00	-7,00	6,00	0,00	-7,00	-69,00	14,00	-7841,00	-3,00	-13,00
-21,00	-38,00	22,00	243,00	-3,00	22,00	10,00	-4,00	6,00	-2,00	-3,00	-105,00	17,00	-7848,00	9,00	-33,00
-4,00	36,00	14,00	183,00	2,00	22,00	9,00	9,00	-4,00	0,00	-9,00	-38,00	25,00	-7856,00	0,00	-52,00
-4,00	74,00	1,00	168,00	-2,00	16,00	2,00	20,00	10,00	21,00	-4,00	4,00	35,00	-7859,00	-110,00	-89,00
-15,00	103,00	-15,00	188,00	-2,00	17,00	-2,00	14,00	16,00	4,00	-10,00	65,00	39,00	-7868,00	-75,00	-70,00
-12,00	121,00	-16,00	50,00	-1,00	16,00	0,00	6,00	14,00	0,00	-11,00	77,00	30,00	-7873,00	5,00	47,00
0,00	115,00	-18,00	-87,00	-1,00	13,00	5,00	2,00	3,00	9,00	-10,00	26,00	31,00	-7880,00	2,00	93,00
15,00	88,00	-24,00	-122,00	0,00	17,00	6,00	4,00	-6,00	0,00	-10,00	-44,00	33,00	-7884,00	-38,00	92,00
32,00	36,00	-30,00	-163,00	-1,00	14,00	11,00	6,00	-14,00	6,00	-7,00	27,00	46,00	-7892,00	11,00	38,00
39,00	-9,00	-33,00	-51,00	0,00	10,00	4,00	6,00	-10,00	3,00	0,00	7,00	37,00	-7897,00	-36,00	5,00
38,00	-13,00	-25,00	-3,00	2,00	9,00	1,00	2,00	-6,00	-1,00	8,00	-17,00	18,00	-7904,00	-25,00	29,00
24,00	8,00	-18,00	-39,00	-2,00	17,00	6,00	13,00	-1,00	-4,00	3,00	8,00	27,00	-7911,00	11,00	44,00
24,00	6,00	-6,00	-56,00	2,00	10,00	17,00	10,00	-1,00	4,00	0,00	-16,00	51,00	-7915,00	46,00	61,00
23,00	-8,00	5,00	-16,00	-1,00	4,00	10,00	6,00	0,00	-5,00	2,00	-34,00	33,00	-7924,00	3,00	117,00
20,00	-15,00	14,00	109,00	0,00	5,00	-8,00	16,00	-4,00	2,00	3,00	15,00	-6,00	-7927,00	-11,00	51,00
3,00	3,00	-7,00	168,00	-2,00	11,00	-10,00	14,00	10,00	1,00	-6,00	-16,00	-64,00	-7935,00	33,00	23,00
-14,00	14,00	-16,00	121,00	0,00	8,00	-9,00	7,00	-1,00	9,00	-6,00	-27,00	-64,00	-7939,00	-31,00	67,00
-19,00	0,00	-5,00	67,00	2,00	7,00	5,00	6,00	-9,00	0,00	-14,00	-25,00	-60,00	-7943,00	-13,00	85,00
-30,00	-13,00	4,00	-7,00	3,00	11,00	24,00	5,00	13,00	17,00	-32,00	24,00	-98,00	-7951,00	-34,00	21,00
-34,00	-6,00	10,00	-164,00	3,00	9,00	26,00	-1,00	14,00	11,00	-21,00	9,00	-104,00	-7954,00	-33,00	-88,00
-34,00	8,00	7,00	-134,00	1,00	9,00	16,00	0,00	1,00	28,00	-13,00	-39,00	-61,00	-7960,00	30,00	-152,00
-32,00	48,00	3,00	-54,00	-1,00	2,00	15,00	9,00	18,00	27,00	0,00	-42,00	19,00	-7967,00	56,00	-225,00
-40,00	96,00	-11,00	-10,00	-1,00	7,00	16,00	3,00	42,00	16,00	4,00	-16,00	80,00	-7970,00	-15,00	25,00
-37,00	129,00	-23,00	-106,00	-1,00	10,00	10,00	-1,00	59,00	18,00	5,00	3,00	93,00	-7974,00	-6,00	173,00
-30,00	143,00	-48,00	-168,00	0,00	11,00	6,00	-15,00	29,00	0,00	19,00	60,00	72,00	-7982,00	-26,00	157,00
-37,00	151,00	-62,00	-93,00	2,00	8,00	10,00	-21,00	26,00	4,00	31,00	116,00	66,00	-7987,00	-28,00	103,00
-29,00	155,00	-70,00	-20,00	0,00	11,00	12,00	-16,00	-1,00	4,00	13,00	126,00	50,00	-7992,00	-29,00	85,00
-16,00	137,00	-73,00	-82,00	3,00	12,00	11,00	-1,00	-28,00	-5,00	4,00	110,00	38,00	-7994,00	-17,00	41,00
-2,00	95,00	-64,00	-107,00	-3,00	13,00	14,00	26,00	-39,00	-3,00	7,00	49,00	31,00	-7998,00	-10,00	-43,00
17,00	37,00	-49,00	28,00	-1,00	17,00	11,00	31,00	-18,00	9,00	2,00	1,00	26,00	-8004,00	5,00	-146,00
21,00	-19,00	-62,00	67,00	0,00	18,00	9,00	23,00	6,00	18,00	-3,00	-29,00	10,00	-8011,00	11,00	-142,00
-8,00	-51,00	-39,00	-28,00	-1,00	15,00	8,00	11,00	-8,00	12,00	1,00	-28,00	12,00	-8015,00	4,00	-117,00
-14,00	-71,00	-14,00	-31,00	-2,00	14,00	13,00	9,00	-20,00	9,00	2,00	-86,00	10,00	-8018,00	11,00	-2,00
-5,00	-107,00	-13,00	-2,00	2,00	17,00	19,00	12,00	-9,00	13,00	-17,00	-147,00	3,00	-8024,00	7,00	43,00
-10,00	-81,00	-29,00	65,00	2,00	18,00	26,00	26,00	-3,00	16,00	-13,00	-130,00	6,00	-8028,00	25,00	101,00
-13,00	-73,00	-39,00	130,00	2,00	14,00	20,00	23,00	6,00	9,00	4,00	-80,00	1,00	-8032,00	59,00	81,00
5,00	-119,00	-47,00	62,00	0,00	11,00	0,00	23,00	0,00	2,00	3,00	-49,00	9,00	-8036,00	80,00	25,00
8,00	-170,00	-57,00	197,00	0,00	16,00	-4,00	20,00	4,00	-6,00	-1,00	-19,00	-9,00	-8039,00	65,00	-9,00
43,00	-177,00	-52,00	78,00	0,00	21,00	12,00	-2,00	57,00	-8,00	-2,00	92,00	-35,00	-8044,00	94,00	-68,00
63,00	-137,00	-54,00	-202,00	2,00	20,00	18,00	2,00	93,00	6,00	-2,00	116,00	-39,00	-8049,00	122,00	-114,00
52,00	-108,00	-57,00	-293,00	2,00	24,00	13,00	19,00	89,00	1,00	-10,00	45,00	-18,00	-8052,00	-26,00	-143,00
48,00	-91,00	-42,00	-256,00	0,00	23,00	13,00	40,00	96,00	5,00	-11,00	-3,00	33,00	-8056,00	-115,00	-116,00
59,00	-31,00	-19,00	-159,00	-1,00	19,00	17,00	38,00	82,00	0,00	-14,00	5,00	50,00	-8059,00	-104,00	65,00
62,00	16,00	20,00	29,00	0,00	22,00	23,00	19,00	23,00	0,00	-9,00	79,00	47,00	-8064,00	-142,00	167,00
74,00	20,00	17,00	185,00	2,00	18,00	26,00	23,00	-10,00	0,00	-6,00	4,00	7,00	-8068,00	-72,00	224,00
66,00	57,00	19,00	157,00	4,00	17,00	45,00	11,00	-30,00	12,00	12,00	-2,00	-36,00	-8072,00	-8,00	250,00
60,00	94,00	0,00	198,00	-1,00	20,00	20,00	3,00	-57,00	4,00	25,00	69,00	-11,00	-8076,00	-36,00	188,00
34,00	105,00	-46,00	285,00	3,00	14,00	29,00	12,00	-27,00	2,00	39,00	64,00	13,00	-8076,00	-54,00	93,00
22,00	113,00	-44,00	331,00	3,00	18,00	24,00	26,00	-30,00	3,00	37,00	39,00	12,00	-8080,00	3,00	72,00
15,00	102,00	-69,00	196,00	3,00	14,00	14,00	21,00	-21,00	8,00	40,00	-78,00	-13,00	-8083,00	17,00	144,00
19,00	76,00	-77,00	71,00	0,00	6,00	25,00	11,00	1,00	11,00	34,00	-86,00	-29,00	-8088,00	4,00	169,00
20,00	35,00	-51,00	23,00	-2,00	12,00	5,00	4,00	4,00	13,00	4,00	22,00	-6,00	-8089,00	-8,00	105,00
7,00	-2,00	-48,00	2,00	3,00	14,00	21,00	-8,00	10,00	14,00	-15,00	54,00	13,00	-8092,00	12,00	60,00
-21,00	-29,00	7,00	26,00	2,00	7,00	20,00	-44,00	9,00	16,00	-3,00	26,00	6,00	-8096,00	12,00	74,00
-32,00	-45,00	43,00	-10,00	4,00	16,00	2,00	-36,00	-13,00	7,00	6,00	4,00	-8,00	-8098,00	-10,00	71,00
-3,00	-38,00	66,00	-85,00	2,00	14,00	0,00	-16,00	-3,00	9,00	13,00	-21,00	15,00	-8103,00	-26,00	13,00
9,00	-29,00	95,00	-104,00	4,00	10,00	1,00	-24,00	4,00	27,00	4,00	-51,00	40,00	-8104,00	3,00	-5,00
61,00	-23,00	79,00	-133,00	-6,00	11,00	3,00	-7,00	18,00	27,00	6,00	-88,00	53,00	-8109,00	38,00	-15,00
65,00	-3,00	79,00	-164,00	2,00	18,00	6,00	53,00	13,00	15,00	9,00	-139,00	38,00	-8109,00	4,00	-35,00
22,00	-6,00	75,00	-193,00	0,00	13,00	2,00	53,00	14,00	11,00	22,00	-191,00	10,00	-8111,00	53,00	-46,00
-25,00	-63,00	81,00	-140,00	2,00	15,00	11,00	22,00	30,00	3,00	12,00	-188,00	-13,00	-8116,00	61,00	-65,00
-61,00	-101,00	99,00	-94,00	0,00	14,00	16,00	8,00	9,00	-8,00	19,00	-47,00	-22,00	-8117,00	105,00	-69,00
-100,00	-85,00	50,00	-10,00	2,00	9,00	10,00	3,00	-1,00	-1,00	26,00	-3,00	-38,00	-8117,00	-15,00	-68,00
-62,00	-43,00	37,00	71,00	3,00	-2,00	0,00	10,00	-12,00	-2,00	19,00	-42,00	-23,00	-8120,00	-169,00	-103,00
-46,00	-19,00	38,00	136,00	-3,00	-3,00	0,00	7,00	-29,00	-3,00	26,00	28,00	17,00	-8124,00	-105,00	-77,00
-1,00	0,00	11,00	170,00	4,00	0,00	0,00	50,00	-6,00	0,00	17,00	55,00	30,00	-8124,00	-139,00	52,00
29,00	12,00	-32,00	135,00	0,00	3,00	3,00	52,00	3,00	12,00	11,00	-16,00	37,00	-8129,00	-18,00	0,00
48,00	-3,00	-50,00	49,00	2,00	5,00	14,00	45,00	-4,00	11,00	2,00	15,00	41,00	-8128,00	96,00	78,00
30,00	22,00	-62,00	14,00	3,00	3,00	11,00	41,00	-14,00	14,00	-2,00	25,00	40,00	-8128,00	54,00	61,00
2,00	15,00	-82,00	-40,00	2,00	-1,00	3,00	0,00	-10,00	7,00	-16,00	36,00	32,00	-8130,00	7,00	19,00
-55,00	-25,00	-98,00	-70,00	5,00	-2,00	-5,00	-39,00	-14,00	1,00	-16,00	48,00	41,00	-8132,00	-10,00	-27,00
-63,00	-75,00	-96,00	-21,00	4,00	-2,00	-13,00	-31,00	-21,00	2,00	-27,00	70,00	68,00	-8132,00	-34,00	-60,00
-45,00	-87,00	-127,00	26,00	0,00	-3,00	-22,00	-23,00	-4,00	-2,00	-25,00	100,00	77,00	-8136,00	-45,00	-73,00
-17,00	-75,00	-147,00	36,00	0,00	-3,00	-9,00	-20,00	12,00	6,00	-22,00	88,00	59,00	-8135,00	-27,00	-102,00
-5,00	-86,00	-97,00	230,00	3,00	-3,00	25,00	-3,00	4,00	13,00	-10,00	8,00	2,00	-8139,00	-25,00	-48,00
-15,00	-137,00	-63,00	320,00	0,00	-8,00	30,00	1,00	14,00	3,00	-8,00	-26,00	-5,00	-8139,00	-24,00	-3,00
-12,00	-188,00	-13,00	230,00	-1,00	-5,00	29,00	-49,00	14,00	5,00	7,00	-11,00	16,00	-8140,00	3,00	-11,00
-21,00	-190,00	38,00	41,00	3,00	-7,00	0,00	-51,00	7,00	3,00	24,00	4,00	18,00	-8140,00	-25,00	-33,00
2,00	-94,00	73,00	-127,00	0,00	-8,00	-8,00	-44,00	-22,00	17,00	17,00	24,00	-2,00	-8140,00	-41,00	-82,00
32,00	4,00	93,00	-176,00	0,00	-4,00	9,00	-94,00	-11,00	17,00	-2,00	-4,00	-19,00	-8140,00	-36,00	11,00
52,00	66,00	109,00	-186,00	3,00	6,00	-5,00	-76,00	3,00	10,00	-1,00	-23,00	-25,00	-8144,00	12,00	54,00
35,00	115,00	105,00	-84,00	3,00	12,00	-32,00	6,00	22,00	10,00	15,00	-37,00	-8,00	-8143,00	17,00	97,00
26,00	168,00	109,00	19,00	0,00	19,00	-37,00	155,00	2,00	17,00	11,00	-49,00	0,00	-8144,00	14,00	-30,00
45,00	212,00	90,00	11,00	0,00	14,00	-23,00	94,00	-10,00	23,00	8,00	-40,00	0,00	-8146,00	-7,00	-110,00
27,00	204,00	76,00	-32,00	4,00	5,00	16,00	23,00	1,00	18,00	17,00	-32,00	22,00	-8145,00	-38,00	-168,00
39,00	210,00	60,00	31,00	-1,00	-1,00	59,00	33,00	4,00	3,00	5,00	-94,00	41,00	-8144,00	-7,00	-140,00
37,00	190,00	48,00	22,00	3,00	-4,00	58,00	44,00	10,00	5,00	-12,00	-119,00	43,00	-8146,00	23,00	-92,00
10,00	139,00	31,00	-1,00	3,00	-6,00	43,00	23,00	37,00	16,00	-12,00	-79,00	33,00	-8144,00	-30,00	-42,00
19,00	101,00	24,00	-21,00	0,00	-11,00	33,00	-2,00	44,00	11,00	-16,00	-6,00	29,00	-8145,00	-42,00	35,00
32,00	86,00	16,00	-36,00	2,00	-13,00	26,00	-46,00	23,00	10,00	-13,00	19,00	26,00	-8144,00	-22,00	29,00
24,00	113,00	18,00	25,00	1,00	-10,00	4,00	-165,00	26,00	10,00	-7,00	47,00	25,00	-8144,00	7,00	34,00
31,00	96,00	3,00	23,00	0,00	-4,00	-29,00	-166,00	10,00	10,00	-11,00	50,00	26,00	-8145,00	19,00	-35,00
27,00	-10,00	-24,00	-67,00	0,00	-2,00	-64,00	-43,00	10,00	6,00	-15,00	57,00	19,00	-8145,00	-24,00	-132,00
9,00	-59,00	-16,00	-104,00	3,00	-4,00	-70,00	211,00	-1,00	9,00	-15,00	72,00	14,00	-8144,00	8,00	78,00
12,00	-70,00	-31,00	-144,00	2,00	-8,00	-56,00	149,00	0,00	10,00	-10,00	113,00	6,00	-8145,00	32,00	234,00
9,00	-115,00	-50,00	-124,00	0,00	-13,00	8,00	-36,00	6,00	9,00	9,00	126,00	-2,00	-8145,00	35,00	115,00
-6,00	-213,00	-44,00	7,00	3,00	-17,00	38,00	-82,00	10,00	0,00	27,00	96,00	-6,00	-8144,00	35,00	69,00
-19,00	-416,00	-20,00	322,00	-1,00	-15,00	11,00	-83,00	12,00	-4,00	31,00	36,00	3,00	-8139,00	10,00	77,00
-25,00	-511,00	-14,00	553,00	0,00	-10,00	6,00	-147,00	27,00	5,00	45,00	-31,00	3,00	-8141,00	-10,00	54,00
-18,00	-436,00	-11,00	383,00	4,00	-8,00	19,00	-131,00	34,00	19,00	58,00	-78,00	9,00	-8141,00	-30,00	6,00
14,00	-266,00	-2,00	227,00	2,00	-14,00	34,00	18,00	20,00	12,00	50,00	-104,00	9,00	-8140,00	4,00	-3,00
32,00	-67,00	-3,00	0,00	3,00	-12,00	33,00	183,00	25,00	5,00	37,00	-111,00	26,00	-8141,00	-7,00	25,00
50,00	82,00	2,00	-335,00	2,00	-9,00	31,00	223,00	29,00	7,00	21,00	-77,00	38,00	-8141,00	5,00	24,00
62,00	219,00	9,00	-418,00	1,00	-5,00	26,00	221,00	18,00	20,00	10,00	-50,00	30,00	-8138,00	-15,00	11,00
56,00	269,00	24,00	-168,00	2,00	-8,00	-8,00	106,00	14,00	9,00	15,00	-65,00	5,00	-8136,00	-2,00	14,00
33,00	235,00	16,00	-63,00	3,00	-10,00	-33,00	-59,00	10,00	3,00	7,00	-68,00	-5,00	-8134,00	38,00	31,00
-5,00	198,00	8,00	127,00	2,00	-7,00	-68,00	-104,00	11,00	6,00	-7,00	-73,00	3,00	-8131,00	52,00	44,00
-30,00	157,00	13,00	272,00	4,00	-3,00	-56,00	-35,00	0,00	12,00	4,00	-62,00	5,00	-8133,00	27,00	52,00
-28,00	113,00	16,00	205,00	4,00	-1,00	-71,00	119,00	12,00	12,00	7,00	-59,00	2,00	-8129,00	-4,00	49,00
2,00	106,00	0,00	-65,00	3,00	-1,00	-44,00	153,00	11,00	11,00	-3,00	-36,00	-25,00	-8127,00	-25,00	56,00
48,00	95,00	-3,00	-161,00	4,00	-10,00	31,00	114,00	2,00	12,00	-15,00	-22,00	-21,00	-8128,00	18,00	40,00
54,00	53,00	-30,00	-156,00	0,00	-15,00	57,00	73,00	31,00	14,00	-3,00	-45,00	14,00	-8124,00	46,00	3,00
13,00	32,00	-32,00	-9,00	2,00	-9,00	30,00	-31,00	26,00	15,00	-5,00	-36,00	33,00	-8124,00	22,00	-67,00
7,00	-10,00	-39,00	342,00	2,00	-1,00	11,00	-163,00	23,00	20,00	-3,00	-11,00	29,00	-8121,00	11,00	-117,00
-4,00	-2,00	-37,00	312,00	2,00	-1,00	3,00	-349,00	31,00	11,00	-4,00	-3,00	10,00	-8116,00	-39,00	-35,00
9,00	37,00	-39,00	-155,00	0,00	-7,00	23,00	-532,00	23,00	6,00	-2,00	11,00	-6,00	-8116,00	-84,00	-5,00
-50,00	52,00	-61,00	-596,00	0,00	-9,00	27,00	-477,00	22,00	0,00	4,00	29,00	-14,00	-8116,00	-62,00	-77,00
-98,00	50,00	-80,00	-576,00	0,00	-4,00	34,00	-169,00	23,00	5,00	2,00	14,00	-21,00	-8112,00	-25,00	-10,00
-103,00	62,00	-85,00	-301,00	2,00	0,00	16,00	-103,00	16,00	5,00	-17,00	26,00	-18,00	-8109,00	-7,00	69,00
-161,00	38,00	-88,00	12,00	0,00	-1,00	6,00	-46,00	3,00	0,00	-9,00	45,00	-7,00	-8108,00	-1,00	27,00
-133,00	11,00	-73,00	257,00	3,00	4,00	-12,00	319,00	-1,00	1,00	6,00	61,00	3,00	-8105,00	0,00	30,00
-39,00	-23,00	-51,00	200,00	0,00	8,00	6,00	388,00	-16,00	8,00	10,00	112,00	-2,00	-8105,00	2,00	2,00
3,00	-102,00	-2,00	54,00	-1,00	10,00	34,00	375,00	-32,00	6,00	15,00	75,00	9,00	-8101,00	41,00	-7,00
22,00	-229,00	33,00	-28,00	0,00	16,00	43,00	263,00	-47,00	12,00	16,00	4,00	12,00	-8097,00	57,00	-25,00
-45,00	-260,00	49,00	20,00	2,00	20,00	69,00	113,00	-64,00	11,00	14,00	9,00	18,00	-8092,00	34,00	-49,00
-63,00	-223,00	45,00	143,00	2,00	26,00	64,00	-14,00	-71,00	24,00	17,00	40,00	19,00	-8090,00	23,00	-73,00
-28,00	-162,00	54,00	93,00	3,00	27,00	62,00	-125,00	-43,00	20,00	19,00	21,00	18,00	-8089,00	-79,00	-67,00
44,00	-114,00	56,00	16,00	0,00	33,00	64,00	-75,00	-43,00	13,00	29,00	-73,00	-14,00	-8084,00	-133,00	-32,00
112,00	-133,00	60,00	14,00	2,00	28,00	29,00	-126,00	-37,00	13,00	30,00	-96,00	-20,00	-8080,00	-123,00	59,00
188,00	-182,00	40,00	45,00	3,00	37,00	-4,00	-35,00	-13,00	22,00	25,00	-37,00	-22,00	-8078,00	-45,00	80,00
176,00	-160,00	17,00	86,00	4,00	43,00	-50,00	-230,00	-1,00	10,00	34,00	3,00	-2,00	-8077,00	-31,00	52,00
101,00	-71,00	-10,00	164,00	3,00	38,00	-56,00	-442,00	-1,00	5,00	23,00	36,00	10,00	-8073,00	7,00	66,00
0,00	53,00	-61,00	116,00	1,00	17,00	-43,00	-435,00	-1,00	13,00	21,00	61,00	10,00	-8070,00	71,00	75,00
-63,00	143,00	-78,00	66,00	2,00	-7,00	-16,00	-803,00	29,00	26,00	34,00	38,00	-4,00	-8066,00	64,00	79,00
