MegaWin ASCII file

[DEFINITIONS]
Version=1
ChannelCount=16
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.000000
PhaseName=Raw Free 22/07/2013 17:56:19


[COMMENT]
10_C_(Alter_d_i)


[SOURCE NAMES]
RA
OE
OI
ES
RF
BF
TA
GL
RA
OE
OI
ES
RF
BF
TA
GL


[SIDE INFO]
R
R
R
R
R
R
R
R
L
L
L
L
L
L
L
L


[UNITS]
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV
uV




[DATA]
0,00	-6,00	-3,00	20,00	1,00	-66,00	29,00	43,00	-34,00	-134,00	16,00	10,00	12,00	-5216,00	-34,00	14,00
3,00	-2,00	-2,00	-16,00	2,00	-71,00	16,00	12,00	-25,00	-122,00	0,00	-4,00	22,00	-5207,00	-161,00	9,00
0,00	-1,00	-2,00	-28,00	2,00	-48,00	-2,00	-39,00	-16,00	-76,00	-11,00	-36,00	13,00	-5197,00	-153,00	-62,00
0,00	-5,00	0,00	-6,00	-2,00	-43,00	-13,00	-62,00	-10,00	-41,00	-17,00	-72,00	-21,00	-5185,00	-59,00	-50,00
1,00	-2,00	-2,00	27,00	0,00	-44,00	17,00	-29,00	-15,00	-18,00	-19,00	-64,00	-22,00	-5172,00	-58,00	31,00
0,00	-3,00	-4,00	40,00	-2,00	-36,00	40,00	-6,00	-22,00	0,00	-25,00	-52,00	-21,00	-5159,00	-36,00	14,00
-7,00	-6,00	-8,00	33,00	1,00	-40,00	19,00	-9,00	-17,00	20,00	-24,00	-44,00	-18,00	-5149,00	-63,00	-5,00
-4,00	-10,00	-4,00	15,00	0,00	-50,00	-13,00	-2,00	-8,00	24,00	-18,00	-2,00	-7,00	-5137,00	-35,00	71,00
-1,00	-12,00	-2,00	24,00	0,00	-50,00	-24,00	-17,00	4,00	12,00	-13,00	29,00	0,00	-5129,00	11,00	55,00
0,00	-13,00	-5,00	39,00	-2,00	-43,00	-20,00	-50,00	11,00	19,00	-13,00	-3,00	17,00	-5117,00	-2,00	62,00
3,00	-4,00	-6,00	-10,00	0,00	-34,00	-6,00	-62,00	4,00	27,00	-13,00	-30,00	23,00	-5105,00	0,00	73,00
5,00	0,00	-4,00	-114,00	1,00	-22,00	-6,00	-41,00	19,00	50,00	-14,00	-54,00	30,00	-5095,00	-13,00	77,00
0,00	-2,00	-4,00	-151,00	0,00	9,00	-14,00	-18,00	21,00	65,00	-12,00	-49,00	14,00	-5087,00	3,00	36,00
0,00	-10,00	-15,00	-101,00	0,00	69,00	-7,00	-14,00	27,00	67,00	0,00	-29,00	12,00	-5075,00	13,00	-7,00
0,00	-8,00	-10,00	-58,00	2,00	113,00	27,00	-22,00	25,00	39,00	8,00	-10,00	10,00	-5062,00	13,00	-14,00
0,00	-1,00	-9,00	-20,00	2,00	105,00	51,00	-21,00	14,00	17,00	-6,00	13,00	33,00	-5049,00	0,00	-17,00
2,00	-1,00	-13,00	4,00	0,00	59,00	32,00	-19,00	7,00	7,00	-2,00	-2,00	49,00	-5039,00	-9,00	6,00
0,00	-2,00	-15,00	17,00	2,00	-1,00	0,00	-8,00	1,00	0,00	25,00	-62,00	61,00	-5031,00	-24,00	7,00
-2,00	-4,00	-8,00	18,00	4,00	-66,00	12,00	17,00	8,00	-29,00	53,00	-78,00	65,00	-5019,00	-16,00	0,00
-6,00	-15,00	-6,00	-19,00	2,00	-92,00	29,00	62,00	22,00	-50,00	81,00	-38,00	46,00	-5007,00	-11,00	-57,00
-11,00	-18,00	0,00	-64,00	2,00	-67,00	22,00	86,00	22,00	-71,00	88,00	3,00	32,00	-4998,00	-3,00	0,00
-6,00	-16,00	-1,00	-63,00	0,00	18,00	20,00	55,00	10,00	-71,00	57,00	23,00	14,00	-4987,00	13,00	50,00
-8,00	-13,00	-4,00	-38,00	3,00	128,00	22,00	5,00	3,00	-73,00	9,00	36,00	8,00	-4976,00	41,00	11,00
-3,00	-12,00	-2,00	-36,00	2,00	149,00	2,00	-18,00	6,00	-68,00	-14,00	51,00	30,00	-4962,00	87,00	-14,00
0,00	-17,00	-1,00	-46,00	1,00	75,00	-23,00	-24,00	2,00	-61,00	-23,00	50,00	37,00	-4953,00	88,00	-16,00
3,00	-12,00	0,00	-49,00	1,00	-24,00	-34,00	-37,00	7,00	-99,00	-21,00	50,00	60,00	-4943,00	81,00	1,00
2,00	-11,00	-7,00	-37,00	2,00	-101,00	-29,00	-62,00	4,00	-184,00	-23,00	47,00	76,00	-4935,00	54,00	14,00
-1,00	-13,00	0,00	-10,00	2,00	-111,00	-21,00	-50,00	6,00	-245,00	-14,00	17,00	94,00	-4922,00	10,00	33,00
-5,00	-10,00	7,00	29,00	6,00	-41,00	9,00	-20,00	1,00	-214,00	-15,00	15,00	106,00	-4909,00	63,00	108,00
0,00	-8,00	13,00	56,00	0,00	25,00	52,00	8,00	5,00	-136,00	-14,00	15,00	78,00	-4901,00	46,00	137,00
6,00	-11,00	13,00	87,00	4,00	23,00	57,00	29,00	-6,00	-37,00	-2,00	30,00	39,00	-4891,00	27,00	116,00
10,00	-12,00	8,00	109,00	0,00	-7,00	18,00	27,00	-8,00	36,00	17,00	30,00	-19,00	-4883,00	15,00	119,00
6,00	0,00	2,00	115,00	2,00	-4,00	0,00	11,00	-7,00	108,00	27,00	16,00	-43,00	-4870,00	-2,00	69,00
2,00	14,00	0,00	66,00	-1,00	-3,00	9,00	16,00	6,00	165,00	22,00	0,00	-51,00	-4860,00	-36,00	-110,00
0,00	16,00	5,00	7,00	3,00	-4,00	22,00	50,00	2,00	196,00	23,00	-18,00	-76,00	-4851,00	-41,00	-237,00
1,00	7,00	4,00	12,00	2,00	-5,00	35,00	64,00	15,00	194,00	25,00	-49,00	-61,00	-4842,00	-43,00	-114,00
2,00	-6,00	-3,00	46,00	0,00	-3,00	39,00	45,00	10,00	163,00	29,00	-69,00	-32,00	-4833,00	-45,00	-13,00
4,00	-11,00	-2,00	69,00	3,00	-3,00	52,00	32,00	7,00	161,00	25,00	-41,00	-13,00	-4820,00	-35,00	19,00
5,00	-8,00	1,00	62,00	3,00	-4,00	81,00	33,00	9,00	169,00	28,00	-23,00	-4,00	-4812,00	-26,00	57,00
6,00	-1,00	-3,00	40,00	1,00	2,00	91,00	36,00	11,00	178,00	13,00	-31,00	-17,00	-4804,00	-20,00	75,00
6,00	7,00	-4,00	-24,00	3,00	-3,00	59,00	25,00	-4,00	186,00	-3,00	-13,00	-18,00	-4792,00	-9,00	19,00
9,00	8,00	22,00	-131,00	0,00	-13,00	32,00	3,00	-6,00	150,00	-2,00	-20,00	1,00	-4782,00	0,00	1,00
3,00	6,00	33,00	-166,00	2,00	-11,00	39,00	-3,00	-1,00	112,00	9,00	-15,00	5,00	-4771,00	7,00	24,00
2,00	4,00	25,00	-145,00	2,00	-15,00	10,00	18,00	0,00	103,00	10,00	-6,00	3,00	-4764,00	7,00	-6,00
0,00	-2,00	12,00	-120,00	2,00	-13,00	-50,00	46,00	-7,00	113,00	-1,00	3,00	4,00	-4755,00	11,00	-3,00
-6,00	0,00	12,00	-108,00	1,00	-18,00	-72,00	34,00	-2,00	117,00	-15,00	4,00	-10,00	-4743,00	12,00	3,00
-6,00	6,00	11,00	-124,00	3,00	-37,00	-49,00	-24,00	11,00	104,00	-13,00	-7,00	-34,00	-4734,00	15,00	4,00
-13,00	12,00	7,00	-118,00	3,00	-43,00	-16,00	-106,00	6,00	92,00	-22,00	-21,00	-59,00	-4722,00	21,00	7,00
-3,00	5,00	2,00	-83,00	4,00	-37,00	-2,00	-113,00	12,00	83,00	-36,00	-14,00	-51,00	-4715,00	20,00	14,00
-6,00	-3,00	-2,00	-47,00	4,00	-21,00	-3,00	-62,00	9,00	77,00	-18,00	3,00	-36,00	-4704,00	20,00	22,00
-10,00	-3,00	-1,00	-28,00	4,00	-1,00	-2,00	-23,00	14,00	52,00	11,00	15,00	-19,00	-4695,00	23,00	31,00
-9,00	-3,00	-3,00	-18,00	-2,00	40,00	3,00	-27,00	7,00	29,00	44,00	30,00	-20,00	-4689,00	22,00	34,00
-7,00	-7,00	-5,00	4,00	0,00	95,00	-9,00	-42,00	-7,00	47,00	26,00	52,00	-13,00	-4678,00	18,00	39,00
-15,00	-6,00	-2,00	20,00	0,00	73,00	-38,00	-4,00	-16,00	67,00	2,00	71,00	-9,00	-4666,00	17,00	38,00
-9,00	-3,00	0,00	30,00	1,00	-2,00	-74,00	43,00	-13,00	75,00	-6,00	81,00	-5,00	-4659,00	13,00	40,00
-8,00	-3,00	0,00	29,00	2,00	-26,00	-92,00	54,00	-1,00	71,00	-10,00	99,00	-6,00	-4652,00	9,00	36,00
-2,00	3,00	-1,00	29,00	2,00	-23,00	-86,00	49,00	0,00	46,00	-30,00	80,00	-14,00	-4641,00	12,00	35,00
2,00	6,00	-3,00	51,00	2,00	-25,00	-42,00	45,00	14,00	30,00	-48,00	70,00	-17,00	-4632,00	10,00	29,00
6,00	6,00	-7,00	97,00	-3,00	-20,00	79,00	39,00	9,00	16,00	-36,00	68,00	-22,00	-4621,00	8,00	27,00
0,00	8,00	-18,00	147,00	1,00	-6,00	186,00	31,00	6,00	11,00	17,00	60,00	-20,00	-4617,00	4,00	23,00
2,00	6,00	-22,00	165,00	0,00	30,00	205,00	27,00	10,00	14,00	77,00	60,00	-14,00	-4607,00	4,00	23,00
3,00	3,00	-23,00	163,00	3,00	48,00	160,00	26,00	-2,00	11,00	126,00	82,00	-17,00	-4600,00	4,00	21,00
0,00	-3,00	-18,00	166,00	2,00	19,00	100,00	41,00	-4,00	6,00	135,00	97,00	-18,00	-4589,00	5,00	16,00
7,00	-7,00	-13,00	147,00	2,00	-32,00	60,00	46,00	-7,00	-13,00	120,00	98,00	-17,00	-4580,00	2,00	16,00
7,00	-12,00	-10,00	80,00	0,00	-43,00	60,00	36,00	-15,00	-25,00	101,00	93,00	-16,00	-4572,00	0,00	13,00
0,00	-12,00	-8,00	50,00	2,00	-41,00	23,00	25,00	-6,00	-28,00	78,00	47,00	-22,00	-4565,00	-5,00	11,00
-3,00	-16,00	-2,00	102,00	2,00	-29,00	-51,00	21,00	11,00	-6,00	90,00	29,00	-14,00	-4558,00	-3,00	14,00
1,00	-22,00	2,00	154,00	3,00	-19,00	-91,00	24,00	14,00	18,00	67,00	62,00	-22,00	-4548,00	-2,00	13,00
6,00	-20,00	0,00	142,00	2,00	-16,00	-94,00	31,00	0,00	19,00	0,00	59,00	4,00	-4539,00	-2,00	12,00
6,00	-15,00	12,00	112,00	2,00	-11,00	-10,00	17,00	-4,00	19,00	-43,00	16,00	12,00	-4532,00	-1,00	12,00
4,00	-20,00	26,00	107,00	4,00	-8,00	67,00	9,00	-3,00	3,00	-17,00	0,00	32,00	-4522,00	-8,00	14,00
-2,00	-29,00	25,00	58,00	5,00	-1,00	-18,00	8,00	-10,00	6,00	-10,00	19,00	49,00	-4517,00	-15,00	10,00
5,00	-21,00	29,00	0,00	0,00	-3,00	-27,00	-6,00	9,00	29,00	-26,00	36,00	57,00	-4508,00	-1,00	11,00
0,00	-21,00	32,00	-16,00	3,00	-1,00	65,00	12,00	11,00	7,00	-27,00	29,00	61,00	-4501,00	10,00	18,00
6,00	-19,00	45,00	-31,00	2,00	0,00	5,00	16,00	-14,00	7,00	-37,00	14,00	54,00	-4492,00	12,00	19,00
12,00	-14,00	54,00	-60,00	-1,00	4,00	-86,00	-15,00	-21,00	18,00	-63,00	24,00	57,00	-4483,00	10,00	19,00
9,00	-17,00	64,00	-89,00	0,00	6,00	-41,00	-38,00	9,00	25,00	-73,00	36,00	34,00	-4476,00	30,00	5,00
9,00	-30,00	73,00	-95,00	2,00	1,00	64,00	-34,00	16,00	2,00	-60,00	30,00	11,00	-4469,00	13,00	4,00
8,00	-39,00	65,00	-91,00	3,00	-4,00	83,00	-23,00	14,00	-14,00	-71,00	44,00	-17,00	-4461,00	-11,00	17,00
12,00	-37,00	39,00	-87,00	3,00	-10,00	11,00	-25,00	13,00	-25,00	-76,00	59,00	-21,00	-4452,00	5,00	26,00
13,00	-36,00	14,00	-87,00	3,00	-15,00	-24,00	-11,00	10,00	-46,00	-71,00	50,00	-9,00	-4448,00	10,00	27,00
13,00	-29,00	-9,00	-88,00	2,00	-10,00	12,00	1,00	2,00	-44,00	-65,00	37,00	1,00	-4438,00	-10,00	33,00
16,00	-20,00	-17,00	-76,00	3,00	-7,00	27,00	-2,00	-2,00	-18,00	-64,00	34,00	5,00	-4433,00	9,00	30,00
19,00	-16,00	-9,00	-56,00	4,00	-6,00	37,00	5,00	2,00	-52,00	-69,00	45,00	9,00	-4425,00	-13,00	24,00
20,00	-4,00	6,00	-26,00	4,00	-9,00	58,00	10,00	-1,00	-69,00	-90,00	59,00	10,00	-4415,00	-17,00	22,00
24,00	2,00	19,00	-5,00	-2,00	-8,00	58,00	10,00	-12,00	-61,00	-91,00	57,00	9,00	-4409,00	-9,00	31,00
25,00	2,00	31,00	2,00	2,00	-9,00	45,00	9,00	-14,00	-27,00	-69,00	65,00	7,00	-4400,00	18,00	36,00
23,00	12,00	11,00	4,00	2,00	-10,00	53,00	17,00	-5,00	-7,00	-44,00	40,00	2,00	-4396,00	-8,00	25,00
23,00	36,00	-10,00	11,00	2,00	-8,00	58,00	20,00	-1,00	-3,00	-30,00	29,00	0,00	-4387,00	16,00	20,00
19,00	57,00	-30,00	24,00	2,00	-8,00	44,00	19,00	6,00	12,00	-46,00	22,00	10,00	-4380,00	9,00	23,00
10,00	58,00	-44,00	37,00	1,00	-6,00	15,00	33,00	-11,00	34,00	-24,00	22,00	25,00	-4377,00	-7,00	16,00
7,00	45,00	-46,00	66,00	-1,00	-4,00	-56,00	46,00	1,00	37,00	-13,00	-1,00	41,00	-4368,00	9,00	10,00
16,00	40,00	-35,00	127,00	3,00	-10,00	-111,00	58,00	-2,00	1,00	-7,00	-1,00	45,00	-4361,00	-22,00	13,00
15,00	28,00	-24,00	196,00	3,00	-11,00	-158,00	50,00	1,00	-14,00	-10,00	-12,00	50,00	-4354,00	-10,00	22,00
9,00	0,00	-19,00	231,00	2,00	-14,00	-222,00	7,00	14,00	-23,00	-5,00	13,00	62,00	-4349,00	-20,00	27,00
4,00	-40,00	-6,00	199,00	2,00	-10,00	-229,00	-49,00	31,00	-46,00	5,00	42,00	102,00	-4344,00	-23,00	34,00
4,00	-39,00	2,00	127,00	0,00	-6,00	-129,00	-83,00	27,00	-62,00	9,00	57,00	182,00	-4337,00	-13,00	36,00
3,00	-4,00	7,00	29,00	2,00	-11,00	-58,00	-95,00	16,00	-51,00	0,00	61,00	145,00	-4330,00	-2,00	30,00
0,00	23,00	18,00	-45,00	4,00	-13,00	-50,00	-53,00	2,00	-42,00	-57,00	56,00	81,00	-4323,00	4,00	35,00
0,00	19,00	42,00	-53,00	5,00	-12,00	284,00	-3,00	4,00	-60,00	-63,00	38,00	30,00	-4316,00	2,00	36,00
-7,00	2,00	59,00	-62,00	3,00	-14,00	563,00	9,00	25,00	-63,00	-8,00	4,00	-57,00	-4311,00	-2,00	37,00
-9,00	-5,00	81,00	-93,00	3,00	-17,00	368,00	32,00	54,00	-56,00	-5,00	-30,00	-122,00	-4306,00	0,00	43,00
-11,00	-10,00	102,00	-87,00	-2,00	-18,00	71,00	23,00	59,00	-38,00	-26,00	-29,00	-170,00	-4301,00	0,00	35,00
-13,00	-20,00	99,00	-62,00	0,00	-17,00	-42,00	-25,00	50,00	-25,00	-21,00	-27,00	-191,00	-4293,00	-3,00	44,00
-16,00	-20,00	48,00	-45,00	0,00	-14,00	-4,00	-47,00	43,00	-1,00	0,00	-11,00	-168,00	-4288,00	0,00	49,00
-21,00	-10,00	-15,00	-31,00	0,00	-13,00	51,00	-14,00	9,00	11,00	16,00	-8,00	-152,00	-4281,00	0,00	58,00
-17,00	4,00	-35,00	-19,00	4,00	-10,00	80,00	13,00	10,00	16,00	8,00	-17,00	-105,00	-4277,00	6,00	44,00
-23,00	19,00	-11,00	-3,00	0,00	-10,00	97,00	18,00	11,00	-15,00	0,00	-21,00	-55,00	-4269,00	6,00	39,00
-27,00	26,00	0,00	8,00	0,00	-14,00	89,00	22,00	32,00	-55,00	-11,00	-27,00	0,00	-4266,00	12,00	37,00
-27,00	30,00	-16,00	18,00	3,00	-13,00	45,00	7,00	74,00	-65,00	-3,00	-4,00	76,00	-4261,00	10,00	32,00
-15,00	25,00	-45,00	13,00	0,00	-12,00	19,00	2,00	56,00	-79,00	-1,00	23,00	113,00	-4255,00	3,00	39,00
-6,00	5,00	-57,00	19,00	3,00	-10,00	9,00	8,00	36,00	-97,00	5,00	35,00	106,00	-4249,00	0,00	24,00
-9,00	-12,00	-59,00	28,00	0,00	-3,00	4,00	-4,00	1,00	-131,00	6,00	15,00	63,00	-4245,00	6,00	43,00
-6,00	-22,00	-50,00	32,00	3,00	-1,00	11,00	-15,00	-11,00	-179,00	-6,00	0,00	58,00	-4241,00	9,00	40,00
-7,00	-20,00	-49,00	30,00	0,00	-1,00	17,00	-18,00	2,00	-199,00	-14,00	-35,00	64,00	-4234,00	6,00	36,00
-9,00	-13,00	-58,00	30,00	4,00	3,00	22,00	-31,00	9,00	-188,00	11,00	-47,00	54,00	-4228,00	9,00	34,00
-6,00	-16,00	-57,00	30,00	3,00	7,00	14,00	-49,00	34,00	-156,00	43,00	-37,00	46,00	-4226,00	11,00	38,00
2,00	-10,00	-54,00	31,00	1,00	12,00	21,00	-56,00	21,00	-92,00	65,00	-29,00	25,00	-4221,00	18,00	32,00
7,00	-10,00	-36,00	31,00	2,00	13,00	10,00	-29,00	28,00	6,00	69,00	-22,00	55,00	-4214,00	14,00	25,00
3,00	4,00	-19,00	24,00	0,00	6,00	-42,00	13,00	46,00	100,00	69,00	-17,00	89,00	-4208,00	11,00	25,00
0,00	17,00	-5,00	19,00	2,00	3,00	-68,00	41,00	73,00	161,00	70,00	-13,00	82,00	-4203,00	3,00	22,00
-8,00	9,00	-4,00	13,00	8,00	-2,00	-28,00	30,00	72,00	158,00	60,00	-4,00	67,00	-4201,00	1,00	20,00
-1,00	25,00	7,00	0,00	2,00	-11,00	14,00	29,00	66,00	140,00	52,00	6,00	13,00	-4198,00	10,00	20,00
0,00	38,00	34,00	-15,00	0,00	-11,00	-48,00	54,00	55,00	108,00	51,00	-4,00	-32,00	-4194,00	0,00	22,00
0,00	29,00	50,00	-20,00	0,00	-10,00	-76,00	61,00	51,00	123,00	35,00	-4,00	-56,00	-4187,00	-6,00	21,00
-6,00	18,00	54,00	-10,00	3,00	-13,00	29,00	47,00	16,00	157,00	24,00	-11,00	-91,00	-4181,00	-6,00	17,00
-3,00	6,00	42,00	-1,00	0,00	-14,00	40,00	30,00	7,00	178,00	26,00	-22,00	-135,00	-4179,00	-2,00	16,00
0,00	-3,00	26,00	10,00	3,00	-12,00	-23,00	17,00	-3,00	171,00	26,00	-33,00	-129,00	-4177,00	-2,00	36,00
-2,00	-5,00	-1,00	18,00	3,00	-21,00	-64,00	12,00	-23,00	154,00	20,00	-6,00	-100,00	-4169,00	3,00	37,00
-6,00	-1,00	-9,00	22,00	4,00	-17,00	-110,00	10,00	-41,00	125,00	22,00	9,00	-80,00	-4168,00	14,00	31,00
-14,00	-3,00	-17,00	35,00	3,00	-12,00	-102,00	13,00	-103,00	103,00	6,00	5,00	-69,00	-4166,00	6,00	33,00
-10,00	-13,00	-15,00	64,00	3,00	-10,00	-41,00	11,00	-105,00	54,00	-16,00	4,00	-61,00	-4157,00	5,00	27,00
-6,00	-22,00	-16,00	68,00	2,00	-3,00	-17,00	-5,00	-73,00	-2,00	-21,00	-19,00	-35,00	-4157,00	2,00	25,00
0,00	-3,00	-14,00	41,00	3,00	-5,00	32,00	-35,00	-70,00	-46,00	-8,00	-18,00	9,00	-4152,00	-1,00	24,00
-5,00	18,00	-1,00	3,00	2,00	-7,00	75,00	-63,00	-108,00	-23,00	14,00	-2,00	60,00	-4149,00	0,00	23,00
-9,00	17,00	9,00	-2,00	2,00	-8,00	42,00	-105,00	-103,00	18,00	16,00	-1,00	102,00	-4145,00	-3,00	27,00
-18,00	-17,00	18,00	4,00	2,00	-7,00	7,00	-154,00	-82,00	50,00	-9,00	1,00	127,00	-4141,00	0,00	31,00
-25,00	-52,00	13,00	4,00	2,00	0,00	0,00	-167,00	-63,00	37,00	-15,00	-1,00	109,00	-4137,00	-2,00	31,00
-25,00	-65,00	2,00	-4,00	1,00	6,00	-4,00	-116,00	-60,00	12,00	-21,00	8,00	69,00	-4133,00	2,00	31,00
-32,00	-58,00	2,00	-2,00	4,00	8,00	0,00	-47,00	-46,00	-8,00	-17,00	19,00	20,00	-4131,00	1,00	31,00
-23,00	-50,00	0,00	-17,00	2,00	14,00	3,00	2,00	-25,00	-10,00	-16,00	14,00	-15,00	-4128,00	-1,00	31,00
-17,00	-43,00	10,00	-52,00	2,00	22,00	-8,00	19,00	-36,00	6,00	-23,00	6,00	-56,00	-4124,00	-4,00	32,00
-15,00	-31,00	7,00	-82,00	0,00	11,00	-8,00	22,00	-44,00	16,00	-24,00	31,00	-77,00	-4122,00	0,00	31,00
-18,00	-10,00	2,00	-87,00	3,00	0,00	-21,00	22,00	-38,00	12,00	-35,00	44,00	-73,00	-4120,00	-2,00	32,00
-16,00	21,00	4,00	-98,00	1,00	0,00	-51,00	11,00	-40,00	-3,00	-51,00	50,00	-46,00	-4117,00	0,00	32,00
-17,00	40,00	-6,00	-114,00	2,00	3,00	-61,00	23,00	-24,00	-46,00	-37,00	47,00	4,00	-4113,00	0,00	31,00
-14,00	34,00	-13,00	-110,00	3,00	-11,00	-74,00	40,00	-16,00	-103,00	-27,00	12,00	30,00	-4112,00	-2,00	27,00
-8,00	23,00	-9,00	-103,00	1,00	-22,00	-85,00	51,00	-21,00	-142,00	-20,00	5,00	0,00	-4109,00	3,00	27,00
-8,00	-2,00	3,00	-104,00	0,00	-29,00	-62,00	114,00	-24,00	-133,00	-30,00	2,00	-37,00	-4105,00	4,00	24,00
-10,00	-26,00	0,00	-76,00	4,00	-21,00	-42,00	189,00	-15,00	-108,00	-28,00	6,00	-63,00	-4104,00	8,00	31,00
-8,00	-27,00	-1,00	-48,00	4,00	-6,00	-51,00	168,00	-21,00	-69,00	-14,00	17,00	-54,00	-4100,00	12,00	28,00
-4,00	-10,00	4,00	-70,00	1,00	4,00	-93,00	122,00	-32,00	-29,00	54,00	20,00	-23,00	-4100,00	12,00	24,00
-1,00	7,00	10,00	-102,00	2,00	6,00	-117,00	107,00	-34,00	12,00	96,00	28,00	24,00	-4096,00	10,00	27,00
-2,00	14,00	14,00	-70,00	1,00	4,00	-82,00	90,00	-20,00	43,00	89,00	32,00	78,00	-4096,00	9,00	19,00
-12,00	-20,00	17,00	19,00	2,00	-4,00	-29,00	85,00	-7,00	57,00	81,00	24,00	85,00	-4094,00	2,00	12,00
-14,00	-68,00	10,00	25,00	2,00	-9,00	-29,00	83,00	0,00	80,00	59,00	55,00	75,00	-4093,00	0,00	19,00
-12,00	-66,00	13,00	-32,00	2,00	-3,00	-42,00	66,00	9,00	96,00	43,00	83,00	42,00	-4088,00	-2,00	23,00
-7,00	-25,00	16,00	-101,00	1,00	1,00	-49,00	42,00	0,00	105,00	24,00	98,00	3,00	-4089,00	3,00	27,00
-9,00	14,00	5,00	-176,00	0,00	10,00	-32,00	17,00	-28,00	113,00	-4,00	86,00	-5,00	-4089,00	1,00	32,00
-11,00	41,00	0,00	-224,00	0,00	19,00	10,00	-1,00	-32,00	79,00	-7,00	83,00	-7,00	-4086,00	4,00	34,00
-12,00	47,00	11,00	-243,00	2,00	17,00	22,00	-9,00	-18,00	31,00	-7,00	70,00	-1,00	-4085,00	13,00	29,00
-14,00	24,00	21,00	-222,00	2,00	12,00	44,00	-13,00	-17,00	15,00	-29,00	47,00	6,00	-4081,00	3,00	27,00
-11,00	-8,00	23,00	-182,00	4,00	5,00	22,00	-3,00	-21,00	12,00	-52,00	5,00	11,00	-4081,00	6,00	22,00
-7,00	-41,00	4,00	-176,00	2,00	-5,00	-56,00	-19,00	-14,00	12,00	-55,00	-15,00	17,00	-4081,00	3,00	18,00
-9,00	-59,00	-28,00	-184,00	3,00	-6,00	-155,00	-58,00	7,00	22,00	-57,00	6,00	37,00	-4079,00	-8,00	30,00
-18,00	-50,00	-38,00	-155,00	4,00	-5,00	-152,00	-96,00	4,00	44,00	-62,00	25,00	53,00	-4077,00	-10,00	35,00
-21,00	-35,00	-32,00	-134,00	3,00	0,00	-75,00	-125,00	2,00	69,00	-62,00	46,00	62,00	-4075,00	-10,00	42,00
-21,00	-5,00	-11,00	-152,00	3,00	0,00	-59,00	-127,00	5,00	75,00	-43,00	52,00	74,00	-4077,00	-10,00	51,00
-21,00	31,00	-2,00	-147,00	3,00	3,00	-55,00	-110,00	10,00	105,00	-28,00	25,00	77,00	-4077,00	-4,00	52,00
-17,00	56,00	-8,00	-109,00	2,00	5,00	-97,00	-75,00	26,00	140,00	-17,00	32,00	70,00	-4074,00	-3,00	47,00
-21,00	56,00	-17,00	-62,00	2,00	0,00	-101,00	-63,00	26,00	155,00	-9,00	49,00	83,00	-4075,00	-2,00	28,00
-30,00	52,00	-4,00	-45,00	0,00	-3,00	-45,00	-25,00	4,00	168,00	-1,00	50,00	85,00	-4073,00	-5,00	25,00
-29,00	27,00	-9,00	-33,00	4,00	-2,00	-12,00	33,00	3,00	132,00	-12,00	11,00	108,00	-4073,00	-8,00	22,00
-20,00	-26,00	-16,00	10,00	4,00	2,00	17,00	66,00	-8,00	75,00	-22,00	0,00	107,00	-4073,00	-4,00	26,00
-8,00	-61,00	-6,00	5,00	1,00	6,00	10,00	86,00	-16,00	34,00	-13,00	26,00	71,00	-4075,00	-3,00	27,00
4,00	-49,00	-1,00	-6,00	2,00	9,00	-4,00	75,00	-2,00	-2,00	-4,00	46,00	46,00	-4073,00	6,00	39,00
7,00	-31,00	4,00	53,00	2,00	6,00	3,00	79,00	0,00	-34,00	11,00	47,00	29,00	-4073,00	-1,00	49,00
8,00	-36,00	0,00	66,00	2,00	8,00	13,00	95,00	-12,00	-56,00	7,00	54,00	57,00	-4072,00	-6,00	38,00
13,00	-36,00	0,00	-8,00	3,00	5,00	13,00	96,00	-21,00	-81,00	13,00	58,00	147,00	-4072,00	-13,00	30,00
22,00	-22,00	4,00	-49,00	2,00	9,00	18,00	85,00	-14,00	-94,00	23,00	45,00	111,00	-4073,00	-10,00	34,00
29,00	-10,00	10,00	-44,00	0,00	13,00	46,00	75,00	-19,00	-94,00	11,00	20,00	-56,00	-4073,00	-9,00	36,00
17,00	-1,00	10,00	-34,00	3,00	13,00	60,00	57,00	-10,00	-101,00	-3,00	0,00	-248,00	-4073,00	-10,00	39,00
9,00	0,00	11,00	-32,00	0,00	18,00	32,00	28,00	-5,00	-88,00	20,00	-12,00	-283,00	-4073,00	-9,00	38,00
2,00	0,00	5,00	-11,00	4,00	21,00	-24,00	4,00	9,00	-53,00	38,00	-1,00	-236,00	-4073,00	-4,00	37,00
0,00	-8,00	0,00	23,00	2,00	22,00	-87,00	-19,00	4,00	-14,00	56,00	-48,00	-147,00	-4073,00	-9,00	30,00
6,00	-23,00	9,00	26,00	2,00	23,00	-117,00	-39,00	-14,00	2,00	72,00	-18,00	-56,00	-4073,00	-4,00	27,00
8,00	-24,00	25,00	0,00	2,00	21,00	-101,00	-45,00	-36,00	-13,00	62,00	43,00	-12,00	-4073,00	-6,00	31,00
5,00	-1,00	33,00	-23,00	3,00	18,00	-99,00	-47,00	-15,00	-14,00	39,00	81,00	12,00	-4073,00	-5,00	26,00
2,00	16,00	22,00	-25,00	2,00	19,00	-76,00	-49,00	15,00	-17,00	32,00	47,00	45,00	-4074,00	-2,00	24,00
